,HITId,AssignmentId,WorkerId,WorkTimeInSeconds,LifetimeApprovalRate,Input.prompt,Input.response,Input.aspect,Input.definition,Input.setting,Answer.Others,Approve,Reject,Score,3Score
44,336OE47KJB7T7JEGD0Q45UFT8TOVWB,3TY7ZAOG5P7P62HDBROELAQWGSZ0K1,AKQAI78JTXXC9,328,100% (149/149),Write a story about lovers with <b>indirect</b> characterization:,“They were in the park. The sky was cloudless. The sun was shining bright. The wind was blowing and playing with their hair. They were sitting on a bench and talking about their future. They were at a cafe. They were drinking. The music was playing in the background. They were enjoying the music and each other’s company. They were at the cinema. They were watching a movie. They were holding each other’s hand.”,Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",BLOOM,,,,1,1
45,39O0SQZVKWUMOXWYW8DICHR9UW2R7C,3IO1LGZLKJK0PC1R4R7S46RWYV2680,A35TF71Q0XO0PH,33,100% (16/16),Write a <b>fast-paced</b> story about lovers:,"They are both in love with each other, but love is not enough to make them stay together. They separate and then meet again. The girl has become a boy and the boy has become a girl.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",BLOOM,inconsistency,,,1,1
46,39O0SQZVKWUMOXWYW8DICHR9UW2R7C,3DL65MZB8N26EUKJRL6VIGFS5KACEW,A3PUUVUDORJS8W,108,100% (128/128),Write a <b>fast-paced</b> story about lovers:,"They are both in love with each other, but love is not enough to make them stay together. They separate and then meet again. The girl has become a boy and the boy has become a girl.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",BLOOM,,,,-2,-1
47,39O0SQZVKWUMOXWYW8DICHR9UW2R7C,3TPZPLC3MAZMYLDQ76B5JPA2DE03PB,ANHDHJMXXH1O3,319,0% (0/0),Write a <b>fast-paced</b> story about lovers:,"They are both in love with each other, but love is not enough to make them stay together. They separate and then meet again. The girl has become a boy and the boy has become a girl.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",BLOOM,passage,,,1,1
48,35ZRNT9RVRL1Q13V24TO55AOE7X3OB,3B837J3LDYJBUFEKADGVWSIT6CMSRJ,A173A97OFDAX9F,38,100% (5/5),Write a <b>fast-paced</b> story about lovers:,"Her parents were poor, and her father, a carpenter, was a member of the Communist Party. In a landslide victory, the Communist Party dominated the elections. The army was ordered to shoot down the demonstrators.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",BLOOM,the second part feels isolated to the first one,,,1,1
49,35ZRNT9RVRL1Q13V24TO55AOE7X3OB,34S6N1K2Z56B185RUZ70622SR9HHLY,A3PUUVUDORJS8W,52,100% (128/128),Write a <b>fast-paced</b> story about lovers:,"Her parents were poor, and her father, a carpenter, was a member of the Communist Party. In a landslide victory, the Communist Party dominated the elections. The army was ordered to shoot down the demonstrators.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",BLOOM,There is no mention of love.,,,1,1
50,35ZRNT9RVRL1Q13V24TO55AOE7X3OB,34QN5IT0T9E5B1FC22RBV5H5LS280N,AKQAI78JTXXC9,273,100% (149/149),Write a <b>fast-paced</b> story about lovers:,"Her parents were poor, and her father, a carpenter, was a member of the Communist Party. In a landslide victory, the Communist Party dominated the elections. The army was ordered to shoot down the demonstrators.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",BLOOM,,,,-2,-1
51,3X55NP42FX3JB1FWH463U5FEOCT3PS,33F859I56G0ZOZJF3MI6SZ6NFFSHB0,A2CFI1X8OKYIL2,388,100% (66/66),Write a <b>fast-paced</b> story about lovers:,"Hussein and Nour: Hussein and Nour are two young children, who love each other very much. Hussein lives in the city of Baghdad, while Nour lives in the city of Basra. They love each other so deeply that they want to live together forever. They go to the parents of each child and ask them to marry them. The parents agree to marry them if they have some money to buy a house for the two of them.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",BLOOM,,,,2,1
52,3X55NP42FX3JB1FWH463U5FEOCT3PS,3OVHNO1VEGOEUHHTN4FJNWYSEQPDZX,A35TF71Q0XO0PH,53,100% (16/16),Write a <b>fast-paced</b> story about lovers:,"Hussein and Nour: Hussein and Nour are two young children, who love each other very much. Hussein lives in the city of Baghdad, while Nour lives in the city of Basra. They love each other so deeply that they want to live together forever. They go to the parents of each child and ask them to marry them. The parents agree to marry them if they have some money to buy a house for the two of them.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",BLOOM,not a story,,,1,1
53,3X55NP42FX3JB1FWH463U5FEOCT3PS,3EF8EXOTTBIU27WDPPS2Y09T6V2J1L,AKQAI78JTXXC9,323,100% (149/149),Write a <b>fast-paced</b> story about lovers:,"Hussein and Nour: Hussein and Nour are two young children, who love each other very much. Hussein lives in the city of Baghdad, while Nour lives in the city of Basra. They love each other so deeply that they want to live together forever. They go to the parents of each child and ask them to marry them. The parents agree to marry them if they have some money to buy a house for the two of them.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",BLOOM,,,,0,0
54,39O6Z4JLYBK8WJJ6N5MQ7DT0HVUVX4,3180JW2OTEZTQPXWQCUE1QMAIB75JP,A2CFI1X8OKYIL2,310,100% (66/66),"Write a story about lovers with a <b>""Tragedy""</b> plot:","I wrote a story about a woman who had a stroke, was in a coma, and even if she survived, she would be mentally impaired. She has a boyfriend, but he is in love with another woman. The other woman has a boyfriend too. The boyfriend of the woman who has a stroke has to choose between his girlfriend in a coma, and his girlfriend who is alive. He has to choose between the woman he really loves, and the woman he is not really in love with, but he is afraid to lose.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",BLOOM,,,,2,1
55,39O6Z4JLYBK8WJJ6N5MQ7DT0HVUVX4,3PDJHANYKF3TIN2K7V1YHJKV1EKH6I,A3PUUVUDORJS8W,35,100% (128/128),"Write a story about lovers with a <b>""Tragedy""</b> plot:","I wrote a story about a woman who had a stroke, was in a coma, and even if she survived, she would be mentally impaired. She has a boyfriend, but he is in love with another woman. The other woman has a boyfriend too. The boyfriend of the woman who has a stroke has to choose between his girlfriend in a coma, and his girlfriend who is alive. He has to choose between the woman he really loves, and the woman he is not really in love with, but he is afraid to lose.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",BLOOM,The fact that it says “I wrote a story” stops you being fully immersed in the world of the story.,,,1,1
56,39O6Z4JLYBK8WJJ6N5MQ7DT0HVUVX4,3NG53N1RL568ZIJWJN61A6IDT0IP8F,AKQAI78JTXXC9,254,100% (149/149),"Write a story about lovers with a <b>""Tragedy""</b> plot:","I wrote a story about a woman who had a stroke, was in a coma, and even if she survived, she would be mentally impaired. She has a boyfriend, but he is in love with another woman. The other woman has a boyfriend too. The boyfriend of the woman who has a stroke has to choose between his girlfriend in a coma, and his girlfriend who is alive. He has to choose between the woman he really loves, and the woman he is not really in love with, but he is afraid to lose.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",BLOOM,nonsensical premise,,,0,0
57,3D17ECOUPNIGU9WUW2VDT9XGLWN13M,3GNA64GUZORACC19L2ENYRYWW6YQ50,A2CFI1X8OKYIL2,268,100% (66/66),Write a <b>historical fiction</b> story about lovers:,"A historical fiction story set in the modern day about two lovers, one of whom is an alcoholic. The other helps him through his problem and the two fall in love. The two have a future together, until the alcoholic has a relapse, and all hope is lost. The alcoholic then goes to a rehab center and soon finds himself sober and ready to face a new future.",Genre,"historical fiction genre: Historical fiction is a genre where the plot takes place in a setting related to the past events, but is fictional.",BLOOM,,,,1,1
58,3D17ECOUPNIGU9WUW2VDT9XGLWN13M,3EA3QWIZ4SIZGGOG9QRCS5DOLZHITU,A35TF71Q0XO0PH,290,100% (16/16),Write a <b>historical fiction</b> story about lovers:,"A historical fiction story set in the modern day about two lovers, one of whom is an alcoholic. The other helps him through his problem and the two fall in love. The two have a future together, until the alcoholic has a relapse, and all hope is lost. The alcoholic then goes to a rehab center and soon finds himself sober and ready to face a new future.",Genre,"historical fiction genre: Historical fiction is a genre where the plot takes place in a setting related to the past events, but is fictional.",BLOOM,inconsistency,,,1,1
59,3D17ECOUPNIGU9WUW2VDT9XGLWN13M,37TRT2X240EVF5E5RMLR4CM2S70BJ3,A3PUUVUDORJS8W,446,100% (128/128),Write a <b>historical fiction</b> story about lovers:,"A historical fiction story set in the modern day about two lovers, one of whom is an alcoholic. The other helps him through his problem and the two fall in love. The two have a future together, until the alcoholic has a relapse, and all hope is lost. The alcoholic then goes to a rehab center and soon finds himself sober and ready to face a new future.",Genre,"historical fiction genre: Historical fiction is a genre where the plot takes place in a setting related to the past events, but is fictional.",BLOOM,Historical fiction is not set in the modern day.,,,-2,-1
60,33J5JKFMLFL4BDGBHHLSUA5OT8F3QJ,3EWIJTFFVYUMK2P3F5DBNFDRWVBE03,A35TF71Q0XO0PH,466,100% (16/16),Write a <b>flowery</b> passage about sunsets:,"“Now the sun was setting. In the sky between the suburb and the sea there was a livid, opalescent haze, and in the sky above the sea-gulls, like a crown of flame, the sun had just set.”",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",GLM,inconsistency,,,1,1
61,33J5JKFMLFL4BDGBHHLSUA5OT8F3QJ,3CFJTT4SX3DCIIR9WNOBN9L6W2JI7B,A3PUUVUDORJS8W,156,100% (128/128),Write a <b>flowery</b> passage about sunsets:,"“Now the sun was setting. In the sky between the suburb and the sea there was a livid, opalescent haze, and in the sky above the sea-gulls, like a crown of flame, the sun had just set.”",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",GLM,,,,2,1
62,33J5JKFMLFL4BDGBHHLSUA5OT8F3QJ,3UWN2HHPU8SQFHMSH6ZEN8DJ5FOSNM,AKQAI78JTXXC9,249,100% (149/149),Write a <b>flowery</b> passage about sunsets:,"“Now the sun was setting. In the sky between the suburb and the sea there was a livid, opalescent haze, and in the sky above the sea-gulls, like a crown of flame, the sun had just set.”",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",GLM,,,,2,1
