,HITId,AssignmentId,WorkerId,WorkTimeInSeconds,LifetimeApprovalRate,Input.prompt,Input.response,Input.aspect,Input.definition,Answer.Others,Approve,Reject,Score,3Score
47,3FI30CQHWT6G4Q14H1M06OM8FN4B6H,33FBRBDW6YMP5TASEIKVQ6J6OMZ8CK,AKQAI78JTXXC9,24,100% (132/132),Write a <b>humorous</b> passage about love:,"Love is the best thing that's ever happened to us.<br><br>Love is the best thing that's ever happened to us, and it's because love is our best option.<br><br>Love is the best thing that's ever happened to us, and it's the only thing that's ever been required of us.<br><br>Love is the best thing that's ever happened to us because it's the only thing that's ever been required of us.<br><br>Love is the best thing that's ever happened to us because it's the only thing that's ever been required of us.<br><br>Love is the best thing that's ever happened to us, and it's the only thing that's ever been required of us.<br><br>Love is the best thing that's ever happened to us, and it's the only thing that's ever been required of us.",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",repeats Love is the best thing that's ever happened to us over and over,,,-2,-1
48,3VGZ74AYUP31BOIG7ERHTZ5FRM7GCV,3U088ZLJVUGG12BU057H9LKRX4BW00,A2ZH8429CE8VSD,137,0% (0/0),Write a <b>humorous</b> passage about love:,"Love is a feeling that comes and goes. It's like a dream, it's soointing and it's gone in a moment.<br><br><br><br>Love is the most beautiful thing in the world. You would think that after years of living with someone, you would have something better to offer them, but that's not always the case. Love isalinley, different everything. It's soft and gentle, it's relying and it's perusing.",Tone,"humorous tone: A humorous tone is a light, playful, and funny.","It's unclear what ""isalinley"" is/means. ""it's relying and it's perusing."" also makes little sense.",,,-2,-1
49,3VGZ74AYUP31BOIG7ERHTZ5FRM7GCV,3KOPY89HMIPQCAASCT6LMTOQYKOJ3P,ASJ6VEA1F2APQ,113,0% (0/0),Write a <b>humorous</b> passage about love:,"Love is a feeling that comes and goes. It's like a dream, it's soointing and it's gone in a moment.<br><br><br><br>Love is the most beautiful thing in the world. You would think that after years of living with someone, you would have something better to offer them, but that's not always the case. Love isalinley, different everything. It's soft and gentle, it's relying and it's perusing.",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",,,,0,0
50,3VGZ74AYUP31BOIG7ERHTZ5FRM7GCV,3KOPY89HMIPQCAASCT6LMTOQYKNJ3O,AUMH36HXXTC86,116,0% (0/0),Write a <b>humorous</b> passage about love:,"Love is a feeling that comes and goes. It's like a dream, it's soointing and it's gone in a moment.<br><br><br><br>Love is the most beautiful thing in the world. You would think that after years of living with someone, you would have something better to offer them, but that's not always the case. Love isalinley, different everything. It's soft and gentle, it's relying and it's perusing.",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",,,,0,0
51,3K1H3NEY8UMBGGOU7AMSD5NXCMJDGS,31JLPPHS24H4DL1PS6YQUP5CXE43OY,A1OWM3QO7QAKBN,218,100% (17/17),Write a <b>humorous</b> passage about love:,Love is like a faucet. It's always available but we often don't take the time to use it. Love is a Missing Link. It's the combination of love and reason that can make a difference. Love is theCauseway. It's the Path that leads to Awesome.<br><br>Love is the feeling when you know you can do something better than anyone else and you can make someone laugh. Love is the Slicer. It's the very best of everything and it comes in Many colors.<br><br>Love is the best way to show your love. Love is the best way to show your care. Love is the best way to show your love for you.,Tone,"humorous tone: A humorous tone is a light, playful, and funny.",,,,2,1
52,3K1H3NEY8UMBGGOU7AMSD5NXCMJDGS,308Q0PEVBI0GW1F2BKMV15CCLX59IG,AGSLBIXQFSPUY,79,0% (0/0),Write a <b>humorous</b> passage about love:,Love is like a faucet. It's always available but we often don't take the time to use it. Love is a Missing Link. It's the combination of love and reason that can make a difference. Love is theCauseway. It's the Path that leads to Awesome.<br><br>Love is the feeling when you know you can do something better than anyone else and you can make someone laugh. Love is the Slicer. It's the very best of everything and it comes in Many colors.<br><br>Love is the best way to show your love. Love is the best way to show your care. Love is the best way to show your love for you.,Tone,"humorous tone: A humorous tone is a light, playful, and funny.",the response is not humorous.,,,-1,-1
53,3K1H3NEY8UMBGGOU7AMSD5NXCMJDGS,30LB5CDZNMXKVXGZBSRO8PE9E6H0ZW,AUMH36HXXTC86,29,0% (0/0),Write a <b>humorous</b> passage about love:,Love is like a faucet. It's always available but we often don't take the time to use it. Love is a Missing Link. It's the combination of love and reason that can make a difference. Love is theCauseway. It's the Path that leads to Awesome.<br><br>Love is the feeling when you know you can do something better than anyone else and you can make someone laugh. Love is the Slicer. It's the very best of everything and it comes in Many colors.<br><br>Love is the best way to show your love. Love is the best way to show your care. Love is the best way to show your love for you.,Tone,"humorous tone: A humorous tone is a light, playful, and funny.",,,,0,0
54,35F6NGNVNH6Z4C9Q0XIDCWSQG5OT7O,3XLBSAQ9ZEZYD8GJWRCXN4OWMKMZ7U,A2CFI1X8OKYIL2,11,100% (38/38),Write a <b>humorous</b> passage about love:,"Love is like a hot tar.<br><br>It's always so hot, and it never lets up.<br><br>Love is so big and so big it's hard to see.<br><br>You can't see love without looking at love.<br><br>Love is like a storm.<br><br>It's always so destructive, and it never lets up.<br><br>Love is always the light of your life.<br><br>Love is so rare and so beautiful.<br><br>Love is always new and different and exciting.",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",,,,-2,-1
55,35F6NGNVNH6Z4C9Q0XIDCWSQG5OT7O,3FE2ERCCZ7VBKA6CQ4VX7S8D2ALOPK,ALDKDKRBR4LXD,188,0% (0/0),Write a <b>humorous</b> passage about love:,"Love is like a hot tar.<br><br>It's always so hot, and it never lets up.<br><br>Love is so big and so big it's hard to see.<br><br>You can't see love without looking at love.<br><br>Love is like a storm.<br><br>It's always so destructive, and it never lets up.<br><br>Love is always the light of your life.<br><br>Love is so rare and so beautiful.<br><br>Love is always new and different and exciting.",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",This seemed more like a serious prompt about love and not a humorous one.,,,-1,-1
56,35F6NGNVNH6Z4C9Q0XIDCWSQG5OT7O,30OG32W0S4YP5YHAGBF9YR94YTJENF,AUMH36HXXTC86,106,0% (0/0),Write a <b>humorous</b> passage about love:,"Love is like a hot tar.<br><br>It's always so hot, and it never lets up.<br><br>Love is so big and so big it's hard to see.<br><br>You can't see love without looking at love.<br><br>Love is like a storm.<br><br>It's always so destructive, and it never lets up.<br><br>Love is always the light of your life.<br><br>Love is so rare and so beautiful.<br><br>Love is always new and different and exciting.",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",,,,2,1
57,3NSM4HLQO0HWIEMDFSXO7IYY1OHQQ5,3DBQWDE4YGLP9FOH5AM6UX3RL0R5NC,A1OWM3QO7QAKBN,32,100% (17/17),Write a <b>humorous</b> passage about love:,"I love you, I love you! I don't even know who you are, but I'mipedia you.<br><br>I can't help but be in love with you, I just can't help it. You're the only one for me, and I don't know how to get away from you.<br><br>I know I'll find a way, even though I sometimes don't know what that may be. I'll find you, and then I'll be free from the love of my life.",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",,,,-1,-1
58,3NSM4HLQO0HWIEMDFSXO7IYY1OHQQ5,33LKR6A5KO7OGASI1J6606W2Y2ST13,A2CFI1X8OKYIL2,272,100% (38/38),Write a <b>humorous</b> passage about love:,"I love you, I love you! I don't even know who you are, but I'mipedia you.<br><br>I can't help but be in love with you, I just can't help it. You're the only one for me, and I don't know how to get away from you.<br><br>I know I'll find a way, even though I sometimes don't know what that may be. I'll find you, and then I'll be free from the love of my life.",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",This word makes no sense: I'mipedia,,,0,0
59,3NSM4HLQO0HWIEMDFSXO7IYY1OHQQ5,39PAAFCODWN42M8G8XQV7U3IN66TVZ,AUMH36HXXTC86,140,0% (0/0),Write a <b>humorous</b> passage about love:,"I love you, I love you! I don't even know who you are, but I'mipedia you.<br><br>I can't help but be in love with you, I just can't help it. You're the only one for me, and I don't know how to get away from you.<br><br>I know I'll find a way, even though I sometimes don't know what that may be. I'll find you, and then I'll be free from the love of my life.",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",,,,0,0
60,3VDI8GSXBOGZZLS3Q2BCRD9W1VM8GH,3W2LOLRXLL2D6W1C547T56RJJNBKR0,A1OWM3QO7QAKBN,44,100% (17/17),Write a passage about love that makes the reader feel <b>fearful</b>:,"Love is a powerful thing, but it can be so difficult to find.<br><br>Love isenthalter of love, it is something that makes you feel fear.<br><br>Love is something that is never easy to find, but it is something that always makes you feel loved.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,,,,1,1
61,3VDI8GSXBOGZZLS3Q2BCRD9W1VM8GH,3Z9WI9EOZ9B0H2N99ZVZR2PDWEXKHN,AKQAI78JTXXC9,100,100% (132/132),Write a passage about love that makes the reader feel <b>fearful</b>:,"Love is a powerful thing, but it can be so difficult to find.<br><br>Love isenthalter of love, it is something that makes you feel fear.<br><br>Love is something that is never easy to find, but it is something that always makes you feel loved.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,,,,-1,-1
62,3VDI8GSXBOGZZLS3Q2BCRD9W1VM8GH,39JEC75374ONG565MBV5IK3EZK9CV2,ASJ6VEA1F2APQ,51,0% (0/0),Write a passage about love that makes the reader feel <b>fearful</b>:,"Love is a powerful thing, but it can be so difficult to find.<br><br>Love isenthalter of love, it is something that makes you feel fear.<br><br>Love is something that is never easy to find, but it is something that always makes you feel loved.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,,,,0,0
63,3AFT28WXMOPGG4LEN70B9BCCVDIIOM,3Q8GYXHFEZP6IBRQGKDSEM9FMWC5CT,A1JMVBYWF4R66N,73,0% (0/0),Write a passage about love that makes the reader feel <b>fearful</b>:,Love is the light that guides us through the dark.<br><br>Love is the reason why we exist.<br><br>Love is the cure for all our ills.<br><br>Love is the reason for being.,Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,This does not make me fearful.  It is more of a poem.,,,-2,-1
64,3AFT28WXMOPGG4LEN70B9BCCVDIIOM,3VELCLL3GU6EX5AH6Z1HJ2H17TWF1T,A1OWM3QO7QAKBN,444,100% (17/17),Write a passage about love that makes the reader feel <b>fearful</b>:,Love is the light that guides us through the dark.<br><br>Love is the reason why we exist.<br><br>Love is the cure for all our ills.<br><br>Love is the reason for being.,Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,,,,-2,-1
65,3AFT28WXMOPGG4LEN70B9BCCVDIIOM,33CID5710EGW70YSFEIY281I29T3LB,A2CFI1X8OKYIL2,182,100% (38/38),Write a passage about love that makes the reader feel <b>fearful</b>:,Love is the light that guides us through the dark.<br><br>Love is the reason why we exist.<br><br>Love is the cure for all our ills.<br><br>Love is the reason for being.,Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,,,,-2,-1
66,371DNNCG5DP34QE9A2AJQWOLRPUT8B,33OOO72IVR883D2GHGVQH2FT2ZVCTO,A1OWM3QO7QAKBN,29,100% (17/17),Write a passage about love that makes the reader feel <b>fearful</b>:,"Love is a powerful force. It has the ability to take you in and hold you safe.<br><br>But it can also be a difficult force to find. It can be difficult to understand and difficult to remember.<br><br>Love can be a powerful force, but it is also difficult to find. It can be difficult to understand and difficult to remember.<br><br>Love can be a powerful force, but it is also difficult to find. It can be difficult to understand and difficult to remember.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,,,,1,1
